,open,high,low,close,volume
2000-01-03 01:00:00,41.392398834228516,41.392398834228516,41.392398834228516,41.392398834228516,0.0
2000-01-04 01:00:00,21.2268009185791,22.112199783325195,20.96579933166504,21.935100555419922,100969046.0
2000-01-05 01:00:00,21.67289924621582,22.466299057006836,21.495899200439453,21.935100555419922,78951619.0
2000-01-06 01:00:00,22.027099609375,22.466299057006836,21.403900146484375,21.935100555419922,94351316.0
2000-01-07 01:00:00,21.2268009185791,21.67289924621582,20.872699737548828,21.049800872802734,63538588.0
2000-01-10 01:00:00,21.2268009185791,21.850000381469727,20.872699737548828,21.495899200439453,71348569.0
2000-01-11 01:00:00,22.819299697875977,22.819299697875977,21.31999969482422,21.31999969482422,113739721.0
2000-01-12 01:00:00,21.58099937438965,22.558300018310547,21.2268009185791,22.558300018310547,105636801.0
2000-01-13 01:00:00,22.912399291992188,23.350400924682617,22.381200790405273,22.558300018310547,180292177.0
2000-01-14 01:00:00,22.819299697875977,22.996299743652344,21.67289924621582,21.67289924621582,75928609.0
2000-01-17 01:00:00,22.381200790405273,22.912399291992188,22.204099655151367,22.466299057006836,63291562.0
2000-01-18 01:00:00,22.643299102783203,22.735300064086914,22.204099655151367,22.381200790405273,36009881.0
2000-01-19 01:00:00,22.381200790405273,22.466299057006836,21.757999420166016,21.850000381469727,39957693.0
2000-01-20 01:00:00,22.112199783325195,22.112199783325195,21.58099937438965,22.027099609375,26366724.0
2000-01-21 01:00:00,22.027099609375,22.381200790405273,21.935100555419922,21.935100555419922,47431994.0
2000-01-24 01:00:00,22.381200790405273,22.381200790405273,21.67289924621582,21.67289924621582,31916916.0
2000-01-25 01:00:00,21.67289924621582,21.935100555419922,21.495899200439453,21.495899200439453,22894994.0
2000-01-26 01:00:00,21.495899200439453,21.935100555419922,21.403900146484375,21.58099937438965,47392325.0
2000-01-27 01:00:00,21.935100555419922,21.935100555419922,21.495899200439453,21.495899200439453,24439423.0
2000-01-28 01:00:00,21.495899200439453,22.112199783325195,21.495899200439453,21.757999420166016,47079268.0
2000-01-31 01:00:00,22.112199783325195,22.289199829101562,21.935100555419922,22.027099609375,31397903.0
2000-02-01 01:00:00,22.204099655151367,22.289199829101562,21.67289924621582,21.757999420166016,84326940.0
2000-02-02 01:00:00,21.757999420166016,21.757999420166016,21.757999420166016,21.757999420166016,0.0
2000-02-03 01:00:00,21.757999420166016,21.757999420166016,21.757999420166016,21.757999420166016,0.0
2000-02-04 01:00:00,21.757999420166016,21.757999420166016,21.757999420166016,21.757999420166016,0.0
2000-02-07 01:00:00,21.757999420166016,21.757999420166016,21.757999420166016,21.757999420166016,0.0
2000-02-08 01:00:00,21.757999420166016,21.757999420166016,21.757999420166016,21.757999420166016,0.0
2000-02-09 01:00:00,22.289199829101562,22.912399291992188,21.935100555419922,21.935100555419922,304085437.0
2000-02-10 01:00:00,21.935100555419922,22.381200790405273,21.67289924621582,22.381200790405273,187384737.0
2000-02-11 01:00:00,22.643299102783203,23.88159942626953,22.643299102783203,23.88159942626953,344853309.0
2000-02-14 01:00:00,24.412799835205078,24.942899703979492,23.88159942626953,23.88159942626953,406964206.0
2000-02-15 01:00:00,24.327699661254883,25.297000885009766,23.88159942626953,25.21310043334961,241149480.0
2000-02-16 01:00:00,25.21310043334961,25.297000885009766,24.681900024414062,24.85890007019043,161401155.0
2000-02-17 01:00:00,24.58989906311035,25.21310043334961,24.58989906311035,24.58989906311035,125048132.0
2000-02-18 01:00:00,25.035999298095703,25.035999298095703,24.327699661254883,24.327699661254883,107253036.0
2000-02-21 01:00:00,23.442399978637695,23.442399978637695,22.643299102783203,22.643299102783203,87638766.0
2000-02-22 01:00:00,22.643299102783203,23.442399978637695,22.643299102783203,22.996299743652344,134753129.0
2000-02-23 01:00:00,23.350400924682617,24.58989906311035,23.089500427246094,24.058700561523438,215180440.0
2000-02-24 01:00:00,24.76580047607422,25.035999298095703,24.23579978942871,24.681900024414062,214266996.0
2000-02-25 01:00:00,24.85890007019043,25.47410011291504,24.681900024414062,24.76580047607422,206994493.0
2000-02-28 01:00:00,24.76580047607422,24.76580047607422,24.76580047607422,24.76580047607422,0.0
2000-02-29 01:00:00,25.035999298095703,25.388999938964844,24.681900024414062,25.297000885009766,134264887.0
2000-03-01 01:00:00,25.47410011291504,25.651100158691406,24.85890007019043,24.85890007019043,108432771.0
2000-03-02 01:00:00,25.035999298095703,25.297000885009766,24.85890007019043,24.942899703979492,83138038.0
2000-03-03 01:00:00,24.942899703979492,25.11989974975586,24.50480079650879,24.942899703979492,62989134.0
2000-03-06 01:00:00,24.412799835205078,24.942899703979492,24.150699615478516,24.76580047607422,68070601.0
2000-03-07 01:00:00,24.76580047607422,25.297000885009766,24.76580047607422,25.297000885009766,95097525.0
2000-03-08 01:00:00,25.297000885009766,26.097200393676758,25.11989974975586,26.005199432373047,171716627.0
2000-03-09 01:00:00,26.182300567626953,26.805500030517578,25.82819938659668,26.712299346923828,195730631.0
2000-03-10 01:00:00,26.982500076293945,27.42060089111328,26.27429962158203,26.805500030517578,181412143.0
2000-03-13 01:00:00,24.942899703979492,26.27429962158203,24.942899703979492,25.035999298095703,178226708.0
2000-03-14 01:00:00,25.388999938964844,25.47410011291504,24.327699661254883,25.21310043334961,174302806.0
2000-03-15 01:00:00,25.11989974975586,25.21310043334961,24.327699661254883,24.50480079650879,163459483.0
2000-03-16 01:00:00,23.442399978637695,26.097200393676758,23.442399978637695,26.097200393676758,183769212.0
2000-03-17 01:00:00,25.21310043334961,26.982500076293945,25.21310043334961,26.4512996673584,269405331.0
2000-03-20 01:00:00,25.56599998474121,26.097200393676758,25.56599998474121,25.56599998474121,129478742.0
2000-03-21 01:00:00,24.85890007019043,27.243499755859375,24.85890007019043,26.805500030517578,230740545.0
2000-03-22 01:00:00,26.628400802612305,27.42060089111328,26.4512996673584,27.15959930419922,162530279.0
2000-03-23 01:00:00,29.01300048828125,29.01300048828125,29.01300048828125,29.01300048828125,66685310.0
2000-03-24 01:00:00,29.990299224853516,30.95949935913086,29.190099716186523,30.95949935913086,234985698.0
2000-03-27 01:00:00,31.40559959411621,33.083099365234375,31.40559959411621,32.46799850463867,201955591.0
2000-03-28 01:00:00,32.46799850463867,32.729000091552734,31.582700729370117,31.844900131225586,122202273.0
2000-03-29 01:00:00,31.40559959411621,32.64509963989258,31.40559959411621,31.844900131225586,132588891.0
2000-03-30 01:00:00,31.844900131225586,33.17509841918945,31.490699768066406,32.29100036621094,163259354.0
2000-03-31 01:00:00,31.75979995727539,32.29100036621094,30.07539939880371,31.228599548339844,156873282.0
2000-04-03 01:00:00,31.228599548339844,31.228599548339844,31.228599548339844,31.228599548339844,0.0
2000-04-04 01:00:00,31.228599548339844,31.228599548339844,31.228599548339844,31.228599548339844,0.0
2000-04-05 01:00:00,29.4591007232666,31.582700729370117,29.4591007232666,30.95949935913086,121341606.0
2000-04-06 01:00:00,30.07539939880371,30.875600814819336,29.01300048828125,29.01300048828125,118265524.0
